V1,V2,V3
65,50,128.122314453125
65.066765578635,50,131.422317504883
65.13353115727,50,139.362319946289
65.200296735905,50,148.322311401367
65.2670623145401,50,155.472320556641
65.3338278931751,50,157.161880493164
65.4005934718101,50,167.591873168945
65.4673590504451,50,185.631881713867
65.5341246290801,50,187.911880493164
65.6008902077151,50,170.841873168945
65.6676557863502,50,164.631881713867
65.7344213649852,50,160.461883544922
65.8011869436202,50,165.371887207031
65.8679525222552,50,170.003402709961
65.9347181008902,50,164.383407592773
66.0014836795252,50,164.753402709961
66.0682492581602,50,172.243408203125
66.1350148367952,50,181.313400268555
66.2017804154303,50,202.343414306641
66.2685459940653,50,213.553405761719
66.3353115727003,50,237.133407592773
66.4020771513353,50,258.199157714844
66.4688427299703,50,283.339141845703
66.5356083086053,50,300.13916015625
66.6023738872404,50,312.689147949219
66.6691394658754,50,334.009155273438
66.7359050445104,50,375.339141845703
66.8026706231454,50,381.13916015625
66.8694362017804,50,369.579132080078
66.9362017804154,50,374.741180419922
67.0029673590504,50,393.801177978516
67.0697329376855,50,385.151184082031
67.1364985163205,50,366.531158447266
67.2032640949555,50,357.761169433594
67.2700296735905,50,359.811157226562
67.3367952522255,50,365.081176757812
67.4035608308605,50,376.751159667969
67.4703264094956,50,408.302551269531
67.5370919881306,50,421.392547607422
67.6038575667656,50,412.132537841797
67.6706231454006,50,420.682556152344
67.7373887240356,50,414.342559814453
67.8041543026706,50,409.232543945312
67.8709198813056,50,401.612548828125
67.9376854599407,50,389.082550048828
68.0044510385757,50,398.125701904297
68.0712166172107,50,422.135681152344
68.1379821958457,50,441.535705566406
68.2047477744807,50,430.345703125
68.2715133531157,50,424.135681152344
68.3382789317507,50,415.925689697266
68.4050445103857,50,400.915710449219
68.4718100890208,50,380.275695800781
68.5385756676558,50,375.205139160156
68.6053412462908,50,372.205139160156
68.6721068249258,50,364.025146484375
68.7388724035608,50,356.745147705078
68.8056379821958,50,350.065155029297
68.8724035608309,50,344.455139160156
68.9391691394659,50,343.645141601562
69.0059347181009,50,359.335144042969
69.0727002967359,50,360.130004882812
69.1394658753709,50,339.289978027344
69.2062314540059,50,327.309997558594
69.2729970326409,50,321.459991455078
69.339762611276,50,336.410003662109
69.406528189911,50,336.989990234375
69.473293768546,50,342.209991455078
69.540059347181,50,370.72998046875
69.606824925816,50,373.159515380859
69.673590504451,50,374.549530029297
69.7403560830861,50,375.379516601562
69.8071216617211,50,379.569519042969
69.8738872403561,50,391.01953125
69.9406528189911,50,388.449523925781
