gcf_id,Category
NRPS_gcf_967,NRPS
NRPS_gcf_968,NRPS
NRPS_gcf_969,NRPS
NRPS_gcf_97,NRPS
NRPS_gcf_970,NRPS
NRPS_gcf_971,NRPS
NRPS_gcf_972,NRPS
NRPS_gcf_973,NRPS
NRPS_gcf_974,NRPS
NRPS_gcf_975,NRPS
NRPS_gcf_976,NRPS
NRPS_gcf_977,NRPS
NRPS_gcf_978,NRPS
NRPS_gcf_979,NRPS
NRPS_gcf_98,NRPS
NRPS_gcf_980,NRPS
NRPS_gcf_981,NRPS
NRPS_gcf_982,NRPS
NRPS_gcf_983,NRPS
NRPS_gcf_984,NRPS
NRPS_gcf_985,NRPS
NRPS_gcf_986,NRPS
NRPS_gcf_987,NRPS
NRPS_gcf_988,NRPS
NRPS_gcf_989,NRPS
NRPS_gcf_99,NRPS
NRPS_gcf_990,NRPS
NRPS_gcf_991,NRPS
NRPS_gcf_992,NRPS
NRPS_gcf_993,NRPS
NRPS_gcf_994,NRPS
NRPS_gcf_995,NRPS
NRPS_gcf_996,NRPS
NRPS_gcf_997,NRPS
NRPS_gcf_998,NRPS
NRPS_gcf_999,NRPS
PKS_gcf_5975,PKS
PKS_gcf_5976,PKS
PKS_gcf_5977,PKS
PKS_gcf_5978,PKS
PKS_gcf_5979,PKS
PKS_gcf_5980,PKS
PKS_gcf_5981,PKS
PKS_gcf_5982,PKS
PKS_gcf_5983,PKS
PKS_gcf_5984,PKS
PKS_gcf_5985,PKS
PKS_gcf_5986,PKS
PKS_gcf_5987,PKS
PKS_gcf_5988,PKS
PKS_gcf_5989,PKS
PKS_gcf_5990,PKS
PKS_gcf_5991,PKS
PKS_gcf_5992,PKS
PKS_gcf_5993,PKS
PKS_gcf_5994,PKS
PKS_gcf_5995,PKS
PKS_gcf_5996,PKS
PKS_gcf_5997,PKS
PKS_gcf_5998,PKS
PKS_gcf_5999,PKS
PKS_gcf_6000,PKS
PKS_gcf_6001,PKS
PKS_gcf_6002,PKS
PKS_gcf_6003,PKS
PKS_gcf_6004,PKS
PKS_gcf_6005,PKS
PKS_gcf_6006,PKS
PKS_gcf_6007,PKS
PKS_gcf_6008,PKS
PKS_gcf_6009,PKS
PKS_gcf_6010,PKS
PKS_gcf_6011,PKS
PKS_gcf_6012,PKS
PKS_gcf_6013,PKS
PKS_gcf_6014,PKS
PKS_gcf_6015,PKS
PKS_gcf_6016,PKS
PKS_gcf_6017,PKS
PKS_gcf_6018,PKS
PKS_gcf_6019,PKS
PKS_gcf_6020,PKS
PKS_gcf_6021,PKS
PKS_gcf_6022,PKS
PKS_gcf_6023,PKS
PKS_gcf_6024,PKS
PKS_gcf_6025,PKS
PKS_gcf_6026,PKS
PKS_gcf_6027,PKS
PKS_gcf_6028,PKS
PKS_gcf_6029,PKS
PKS_gcf_6030,PKS
PKS_gcf_6031,PKS
PKS_gcf_6032,PKS
PKS_gcf_6033,PKS
PKS_gcf_6034,PKS
PKS_gcf_6035,PKS
PKS_gcf_6036,PKS
PKS_gcf_6037,PKS
PKS_gcf_6038,PKS
PKS_gcf_6039,PKS
PKS_gcf_6040,PKS
PKS_gcf_6041,PKS
PKS_gcf_6042,PKS
PKS_gcf_6043,PKS
PKS_gcf_6044,PKS
PKS_gcf_6045,PKS
PKS_gcf_6046,PKS
PKS_gcf_6047,PKS
PKS_gcf_6048,PKS
PKS_gcf_6049,PKS
PKS_gcf_6050,PKS
PKS_gcf_6051,PKS
PKS_gcf_6052,PKS
PKS_gcf_6053,PKS
PKS_gcf_6054,PKS
PKS_gcf_6055,PKS
PKS_gcf_6056,PKS
PKS_gcf_6057,PKS
PKS_gcf_6058,PKS
PKS_gcf_6059,PKS
PKS_gcf_6060,PKS
PKS_gcf_6061,PKS
PKS_gcf_6062,PKS
PKS_gcf_6063,PKS
PKS_gcf_6064,PKS
PKS_gcf_6065,PKS
PKS_gcf_6066,PKS
PKS_gcf_6067,PKS
PKS_gcf_6068,PKS
PKS_gcf_6069,PKS
PKS_gcf_6070,PKS
PKS_gcf_6071,PKS
PKS_gcf_6072,PKS
PKS_gcf_6073,PKS
PKS_gcf_6074,PKS
PKS_gcf_6075,PKS
PKS_gcf_6076,PKS
PKS_gcf_6077,PKS
PKS_gcf_6078,PKS
PKS_gcf_6079,PKS
PKS_gcf_6080,PKS
PKS_gcf_6081,PKS
PKS_gcf_6082,PKS
PKS_gcf_6083,PKS
PKS_gcf_6084,PKS
PKS_gcf_6085,PKS
PKS_gcf_6086,PKS
PKS_gcf_6087,PKS
PKS_gcf_6088,PKS
PKS_gcf_6089,PKS
PKS_gcf_6090,PKS
PKS_gcf_6091,PKS
PKS_gcf_6092,PKS
PKS_gcf_6093,PKS
PKS_gcf_6094,PKS
PKS_gcf_6095,PKS
PKS_gcf_6096,PKS
PKS_gcf_6097,PKS
PKS_gcf_6098,PKS
PKS_gcf_6099,PKS
PKS_gcf_6100,PKS
PKS_gcf_6101,PKS
PKS_gcf_6102,PKS
PKS_gcf_6103,PKS
PKS_gcf_6104,PKS
PKS_gcf_6105,PKS
PKS_gcf_6106,PKS
PKS_gcf_6107,PKS
PKS_gcf_6108,PKS
PKS_gcf_6109,PKS
PKS_gcf_6110,PKS
PKS_gcf_6111,PKS
PKS_gcf_6112,PKS
PKS_gcf_6113,PKS
PKS_gcf_6114,PKS
PKS_gcf_6115,PKS
PKS_gcf_6116,PKS
PKS_gcf_6117,PKS
PKS_gcf_6118,PKS
PKS_gcf_6119,PKS
PKS_gcf_6120,PKS
PKS_gcf_6121,PKS
PKS_gcf_6122,PKS
PKS_gcf_6123,PKS
PKS_gcf_6124,PKS
PKS_gcf_6125,PKS
PKS_gcf_6126,PKS
PKS_gcf_6127,PKS
PKS_gcf_6128,PKS
PKS_gcf_6129,PKS
PKS_gcf_6130,PKS
PKS_gcf_6131,PKS
PKS_gcf_6132,PKS
PKS_gcf_6133,PKS
PKS_gcf_6134,PKS
PKS_gcf_6135,PKS
PKS_gcf_6136,PKS
PKS_gcf_6137,PKS
PKS_gcf_6138,PKS
PKS_gcf_6139,PKS
PKS_gcf_6140,PKS
PKS_gcf_6141,PKS
PKS_gcf_6142,PKS
PKS_gcf_6143,PKS
PKS_gcf_6144,PKS
PKS_gcf_6145,PKS
PKS_gcf_6146,PKS
PKS_gcf_6147,PKS
PKS_gcf_6148,PKS
PKS_gcf_6149,PKS
PKS_gcf_6150,PKS
PKS_gcf_6151,PKS
PKS_gcf_6152,PKS
PKS_gcf_6153,PKS
PKS_gcf_6154,PKS
PKS_gcf_6155,PKS
PKS_gcf_6156,PKS
PKS_gcf_6157,PKS
PKS_gcf_6158,PKS
PKS_gcf_6159,PKS
PKS_gcf_6160,PKS
PKS_gcf_6161,PKS
PKS_gcf_6162,PKS
PKS_gcf_6163,PKS
PKS_gcf_6164,PKS
PKS_gcf_6165,PKS
PKS_gcf_6166,PKS
PKS_gcf_6167,PKS
PKS_gcf_6168,PKS
PKS_gcf_6169,PKS
PKS_gcf_6170,PKS
PKS_gcf_6171,PKS
PKS_gcf_6172,PKS
PKS_gcf_6173,PKS
PKS_gcf_6174,PKS
PKS_gcf_6175,PKS
PKS_gcf_6176,PKS
PKS_gcf_6177,PKS
PKS_gcf_6178,PKS
PKS_gcf_6179,PKS
PKS_gcf_6180,PKS
PKS_gcf_6181,PKS
PKS_gcf_6182,PKS
PKS_gcf_6183,PKS
PKS_gcf_6184,PKS
PKS_gcf_6185,PKS
PKS_gcf_6186,PKS
PKS_gcf_6187,PKS
PKS_gcf_6188,PKS
PKS_gcf_6189,PKS
PKS_gcf_6190,PKS
PKS_gcf_6191,PKS
PKS_gcf_6192,PKS
PKS_gcf_6193,PKS
PKS_gcf_6194,PKS
PKS_gcf_6195,PKS
PKS_gcf_6196,PKS
PKS_gcf_6197,PKS
PKS_gcf_6198,PKS
PKS_gcf_6199,PKS
PKS_gcf_6200,PKS
PKS_gcf_6201,PKS
PKS_gcf_6202,PKS
PKS_gcf_6203,PKS
PKS_gcf_6204,PKS
PKS_gcf_6205,PKS
PKS_gcf_6206,PKS
PKS_gcf_6207,PKS
PKS_gcf_6208,PKS
PKS_gcf_6209,PKS
PKS_gcf_6210,PKS
PKS_gcf_6211,PKS
PKS_gcf_6212,PKS
PKS_gcf_6213,PKS
PKS_gcf_6214,PKS
PKS_gcf_6215,PKS
PKS_gcf_6216,PKS
PKS_gcf_6217,PKS
PKS_gcf_6218,PKS
PKS_gcf_6219,PKS
PKS_gcf_6220,PKS
PKS_gcf_6221,PKS
PKS_gcf_6222,PKS
PKS_gcf_6223,PKS
PKS_gcf_6224,PKS
PKS_gcf_6225,PKS
PKS_gcf_6226,PKS
PKS_gcf_6227,PKS
PKS_gcf_6228,PKS
PKS_gcf_6229,PKS
PKS_gcf_6230,PKS
PKS_gcf_6231,PKS
PKS_gcf_6232,PKS
PKS_gcf_6233,PKS
PKS_gcf_6234,PKS
PKS_gcf_6235,PKS
PKS_gcf_6236,PKS
PKS_gcf_6237,PKS
PKS_gcf_6238,PKS
PKS_gcf_6239,PKS
PKS_gcf_6240,PKS
PKS_gcf_6241,PKS
PKS_gcf_6242,PKS
PKS_gcf_6243,PKS
PKS_gcf_6244,PKS
PKS_gcf_6245,PKS
PKS_gcf_6246,PKS
PKS_gcf_6247,PKS
PKS_gcf_6248,PKS
PKS_gcf_6249,PKS
PKS_gcf_6250,PKS
PKS_gcf_6251,PKS
PKS_gcf_6252,PKS
PKS_gcf_6253,PKS
PKS_gcf_6254,PKS
PKS_gcf_6255,PKS
PKS_gcf_6256,PKS
PKS_gcf_6257,PKS
PKS_gcf_6258,PKS
PKS_gcf_6259,PKS
PKS_gcf_6260,PKS
PKS_gcf_6261,PKS
PKS_gcf_6262,PKS
PKS_gcf_6263,PKS
PKS_gcf_6264,PKS
PKS_gcf_6265,PKS
PKS_gcf_6266,PKS
PKS_gcf_6267,PKS
PKS_gcf_6268,PKS
PKS_gcf_6269,PKS
PKS_gcf_6270,PKS
PKS_gcf_6271,PKS
PKS_gcf_6272,PKS
PKS_gcf_6273,PKS
PKS_gcf_6274,PKS
PKS_gcf_6275,PKS
PKS_gcf_6276,PKS
PKS_gcf_6277,PKS
PKS_gcf_6278,PKS
PKS_gcf_6279,PKS
PKS_gcf_6280,PKS
PKS_gcf_6281,PKS
PKS_gcf_6282,PKS
PKS_gcf_6283,PKS
PKS_gcf_6284,PKS
PKS_gcf_6285,PKS
PKS_gcf_6286,PKS
PKS_gcf_6287,PKS
PKS_gcf_6288,PKS
PKS_gcf_6289,PKS
PKS_gcf_6290,PKS
PKS_gcf_6291,PKS
PKS_gcf_6292,PKS
PKS_gcf_6293,PKS
PKS_gcf_6294,PKS
PKS_gcf_6295,PKS
PKS_gcf_6296,PKS
PKS_gcf_6297,PKS
PKS_gcf_6298,PKS
PKS_gcf_6299,PKS
PKS_gcf_6300,PKS
PKS_gcf_6301,PKS
PKS_gcf_6302,PKS
PKS_gcf_6303,PKS
PKS_gcf_6304,PKS
PKS_gcf_6305,PKS
PKS_gcf_6306,PKS
PKS_gcf_6307,PKS
PKS_gcf_6308,PKS
PKS_gcf_6309,PKS
PKS_gcf_6310,PKS
PKS_gcf_6311,PKS
PKS_gcf_6312,PKS
PKS_gcf_6313,PKS
PKS_gcf_6314,PKS
PKS_gcf_6315,PKS
PKS_gcf_6316,PKS
PKS_gcf_6317,PKS
PKS_gcf_6318,PKS
PKS_gcf_6319,PKS
PKS_gcf_6320,PKS
PKS_gcf_6321,PKS
PKS_gcf_6322,PKS
PKS_gcf_6323,PKS
PKS_gcf_6324,PKS
PKS_gcf_6325,PKS
PKS_gcf_6326,PKS
PKS_gcf_6327,PKS
PKS_gcf_6328,PKS
PKS_gcf_6329,PKS
PKS_gcf_6330,PKS
PKS_gcf_6331,PKS
PKS_gcf_6332,PKS
PKS_gcf_6333,PKS
PKS_gcf_6334,PKS
PKS_gcf_6335,PKS
PKS_gcf_6336,PKS
PKS_gcf_6337,PKS
PKS_gcf_6338,PKS
PKS_gcf_6339,PKS
PKS_gcf_6340,PKS
PKS_gcf_6341,PKS
PKS_gcf_6342,PKS
PKS_gcf_6343,PKS
PKS_gcf_6344,PKS
PKS_gcf_6345,PKS
PKS_gcf_6346,PKS
PKS_gcf_6347,PKS
PKS_gcf_6348,PKS
PKS_gcf_6349,PKS
PKS_gcf_6350,PKS
PKS_gcf_6351,PKS
PKS_gcf_6352,PKS
PKS_gcf_6353,PKS
PKS_gcf_6354,PKS
PKS_gcf_6355,PKS
PKS_gcf_6356,PKS
PKS_gcf_6357,PKS
PKS_gcf_6358,PKS
PKS_gcf_6359,PKS
PKS_gcf_6360,PKS
PKS_gcf_6361,PKS
PKS_gcf_6362,PKS
PKS_gcf_6363,PKS
PKS_gcf_6364,PKS
PKS_gcf_6365,PKS
PKS_gcf_6366,PKS
PKS_gcf_6367,PKS
PKS_gcf_6368,PKS
PKS_gcf_6369,PKS
PKS_gcf_6370,PKS
PKS_gcf_6371,PKS
PKS_gcf_6372,PKS
PKS_gcf_6373,PKS
PKS_gcf_6374,PKS
PKS_gcf_6375,PKS
PKS_gcf_6376,PKS
PKS_gcf_6377,PKS
PKS_gcf_6378,PKS
PKS_gcf_6379,PKS
PKS_gcf_6380,PKS
PKS_gcf_6381,PKS
PKS_gcf_6382,PKS
PKS_gcf_6383,PKS
PKS_gcf_6384,PKS
PKS_gcf_6385,PKS
PKS_gcf_6386,PKS
PKS_gcf_6387,PKS
PKS_gcf_6388,PKS
PKS_gcf_6389,PKS
PKS_gcf_6390,PKS
PKS_gcf_6391,PKS
PKS_gcf_6392,PKS
PKS_gcf_6393,PKS
PKS_gcf_6394,PKS
PKS_gcf_6395,PKS
PKS_gcf_6396,PKS
PKS_gcf_6397,PKS
PKS_gcf_6398,PKS
PKS_gcf_6399,PKS
PKS_gcf_6400,PKS
PKS_gcf_6401,PKS
PKS_gcf_6402,PKS
PKS_gcf_6403,PKS
PKS_gcf_6404,PKS
PKS_gcf_6405,PKS
PKS_gcf_6406,PKS
PKS_gcf_6407,PKS
PKS_gcf_6408,PKS
PKS_gcf_6409,PKS
PKS_gcf_6410,PKS
PKS_gcf_6411,PKS
PKS_gcf_6412,PKS
PKS_gcf_6413,PKS
PKS_gcf_6414,PKS
PKS_gcf_6415,PKS
PKS_gcf_6416,PKS
PKS_gcf_6417,PKS
PKS_gcf_6418,PKS
PKS_gcf_6419,PKS
PKS_gcf_6420,PKS
PKS_gcf_6421,PKS
PKS_gcf_6422,PKS
PKS_gcf_6423,PKS
PKS_gcf_6424,PKS
PKS_gcf_6425,PKS
PKS_gcf_6426,PKS
PKS_gcf_6427,PKS
PKS_gcf_6428,PKS
PKS_gcf_6429,PKS
PKS_gcf_6430,PKS
PKS_gcf_6431,PKS
PKS_gcf_6432,PKS
PKS_gcf_6433,PKS
PKS_gcf_6434,PKS
PKS_gcf_6435,PKS
PKS_gcf_6436,PKS
PKS_gcf_6437,PKS
PKS_gcf_6438,PKS
PKS_gcf_6439,PKS
PKS_gcf_6440,PKS
PKS_gcf_6441,PKS
PKS_gcf_6442,PKS
PKS_gcf_6443,PKS
PKS_gcf_6444,PKS
PKS_gcf_6445,PKS
PKS_gcf_6446,PKS
PKS_gcf_6447,PKS
PKS_gcf_6448,PKS
PKS_gcf_6449,PKS
PKS_gcf_6450,PKS
PKS_gcf_6451,PKS
PKS_gcf_6452,PKS
PKS_gcf_6453,PKS
PKS_gcf_6454,PKS
PKS_gcf_6455,PKS
PKS_gcf_6456,PKS
PKS_gcf_6457,PKS
PKS_gcf_6458,PKS
PKS_gcf_6459,PKS
PKS_gcf_6460,PKS
PKS_gcf_6461,PKS
PKS_gcf_6462,PKS
PKS_gcf_6463,PKS
PKS_gcf_6464,PKS
PKS_gcf_6465,PKS
PKS_gcf_6466,PKS
PKS_gcf_6467,PKS
PKS_gcf_6468,PKS
PKS_gcf_6469,PKS
PKS_gcf_6470,PKS
PKS_gcf_6471,PKS
PKS_gcf_6472,PKS
PKS_gcf_6473,PKS
PKS_gcf_6474,PKS
PKS_gcf_6475,PKS
PKS_gcf_6476,PKS
PKS_gcf_6477,PKS
PKS_gcf_6478,PKS
PKS_gcf_6479,PKS
PKS_gcf_6480,PKS
PKS_gcf_6481,PKS
PKS_gcf_6482,PKS
PKS_gcf_6483,PKS
PKS_gcf_6484,PKS
PKS_gcf_6485,PKS
PKS_gcf_6486,PKS
PKS_gcf_6487,PKS
PKS_gcf_6488,PKS
PKS_gcf_6489,PKS
PKS_gcf_6490,PKS
PKS_gcf_6491,PKS
PKS_gcf_6492,PKS
PKS_gcf_6493,PKS
PKS_gcf_6494,PKS
PKS_gcf_6495,PKS
PKS_gcf_6496,PKS
PKS_gcf_6497,PKS
PKS_gcf_6498,PKS
PKS_gcf_6499,PKS
PKS_gcf_6500,PKS
PKS_gcf_6501,PKS
PKS_gcf_6502,PKS
PKS_gcf_6503,PKS
PKS_gcf_6504,PKS
PKS_gcf_6505,PKS
PKS_gcf_6506,PKS
PKS_gcf_6507,PKS
PKS_gcf_6508,PKS
PKS_gcf_6509,PKS
PKS_gcf_6510,PKS
PKS_gcf_6511,PKS
PKS_gcf_6512,PKS
PKS_gcf_6513,PKS
PKS_gcf_6514,PKS
PKS_gcf_6515,PKS
PKS_gcf_6516,PKS
PKS_gcf_6517,PKS
PKS_gcf_6518,PKS
PKS_gcf_6519,PKS
PKS_gcf_6520,PKS
PKS_gcf_6521,PKS
PKS_gcf_6522,PKS
PKS_gcf_6523,PKS
PKS_gcf_6524,PKS
PKS_gcf_6525,PKS
PKS_gcf_6526,PKS
PKS_gcf_6527,PKS
PKS_gcf_6528,PKS
PKS_gcf_6529,PKS
PKS_gcf_6530,PKS
PKS_gcf_6531,PKS
PKS_gcf_6532,PKS
PKS_gcf_6533,PKS
PKS_gcf_6534,PKS
PKS_gcf_6535,PKS
PKS_gcf_6536,PKS
PKS_gcf_6537,PKS
PKS_gcf_6538,PKS
PKS_gcf_6539,PKS
PKS_gcf_6540,PKS
PKS_gcf_6541,PKS
PKS_gcf_6542,PKS
PKS_gcf_6543,PKS
PKS_gcf_6544,PKS
PKS_gcf_6545,PKS
PKS_gcf_6546,PKS
PKS_gcf_6547,PKS
PKS_gcf_6548,PKS
PKS_gcf_6549,PKS
PKS_gcf_6550,PKS
PKS_gcf_6551,PKS
PKS_gcf_6552,PKS
PKS_gcf_6553,PKS
PKS_gcf_6554,PKS
PKS_gcf_6555,PKS
PKS_gcf_6556,PKS
PKS_gcf_6557,PKS
PKS_gcf_6558,PKS
PKS_gcf_6559,PKS
PKS_gcf_6560,PKS
PKS_gcf_6561,PKS
PKS_gcf_6562,PKS
PKS_gcf_6563,PKS
PKS_gcf_6564,PKS
PKS_gcf_6565,PKS
PKS_gcf_6566,PKS
PKS_gcf_6567,PKS
PKS_gcf_6568,PKS
PKS_gcf_6569,PKS
PKS_gcf_6570,PKS
PKS_gcf_6571,PKS
PKS_gcf_6572,PKS
PKS_gcf_6573,PKS
PKS_gcf_6574,PKS
PKS_gcf_6575,PKS
PKS_gcf_6576,PKS
PKS_gcf_6577,PKS
PKS_gcf_6578,PKS
PKS_gcf_6579,PKS
PKS_gcf_6580,PKS
PKS_gcf_6581,PKS
PKS_gcf_6582,PKS
PKS_gcf_6583,PKS
PKS_gcf_6584,PKS
PKS_gcf_6585,PKS
PKS_gcf_6586,PKS
PKS_gcf_6587,PKS
PKS_gcf_6588,PKS
PKS_gcf_6589,PKS
PKS_gcf_6590,PKS
PKS_gcf_6591,PKS
PKS_gcf_6592,PKS
PKS_gcf_6593,PKS
PKS_gcf_6594,PKS
PKS_gcf_6595,PKS
PKS_gcf_6596,PKS
PKS_gcf_6597,PKS
PKS_gcf_6598,PKS
PKS_gcf_6599,PKS
PKS_gcf_6600,PKS
PKS_gcf_6601,PKS
PKS_gcf_6602,PKS
PKS_gcf_6603,PKS
PKS_gcf_6604,PKS
PKS_gcf_6605,PKS
PKS_gcf_6606,PKS
PKS_gcf_6607,PKS
PKS_gcf_6608,PKS
PKS_gcf_6609,PKS
PKS_gcf_6610,PKS
PKS_gcf_6611,PKS
PKS_gcf_6612,PKS
PKS_gcf_6613,PKS
PKS_gcf_6614,PKS
PKS_gcf_6615,PKS
PKS_gcf_6616,PKS
PKS_gcf_6617,PKS
PKS_gcf_6618,PKS
PKS_gcf_6619,PKS
PKS_gcf_6620,PKS
PKS_gcf_6621,PKS
PKS_gcf_6622,PKS
PKS_gcf_6623,PKS
PKS_gcf_6624,PKS
PKS_gcf_6625,PKS
PKS_gcf_6626,PKS
PKS_gcf_6627,PKS
PKS_gcf_6628,PKS
PKS_gcf_6629,PKS
PKS_gcf_6630,PKS
PKS_gcf_6631,PKS
PKS_gcf_6632,PKS
PKS_gcf_6633,PKS
PKS_gcf_6634,PKS
PKS_gcf_6635,PKS
PKS_gcf_6636,PKS
PKS_gcf_6637,PKS
PKS_gcf_6638,PKS
PKS_gcf_6639,PKS
PKS_gcf_6640,PKS
PKS_gcf_6641,PKS
PKS_gcf_6642,PKS
PKS_gcf_6643,PKS
PKS_gcf_6644,PKS
PKS_gcf_6645,PKS
PKS_gcf_6646,PKS
PKS_gcf_6647,PKS
PKS_gcf_6648,PKS
PKS_gcf_6649,PKS
PKS_gcf_6650,PKS
PKS_gcf_6651,PKS
PKS_gcf_6652,PKS
PKS_gcf_6653,PKS
PKS_gcf_6654,PKS
PKS_gcf_6655,PKS
PKS_gcf_6656,PKS
PKS_gcf_6657,PKS
PKS_gcf_6658,PKS
PKS_gcf_6659,PKS
PKS_gcf_6660,PKS
PKS_gcf_6661,PKS
PKS_gcf_6662,PKS
PKS_gcf_6663,PKS
PKS_gcf_6664,PKS
PKS_gcf_6665,PKS
PKS_gcf_6666,PKS
PKS_gcf_6667,PKS
PKS_gcf_6668,PKS
PKS_gcf_6669,PKS
PKS_gcf_6670,PKS
PKS_gcf_6671,PKS
PKS_gcf_6672,PKS
PKS_gcf_6673,PKS
PKS_gcf_6674,PKS
PKS_gcf_6675,PKS
PKS_gcf_6676,PKS
PKS_gcf_6677,PKS
PKS_gcf_6678,PKS
PKS_gcf_6679,PKS
PKS_gcf_6680,PKS
PKS_gcf_6681,PKS
PKS_gcf_6682,PKS
PKS_gcf_6683,PKS
PKS_gcf_6684,PKS
PKS_gcf_6685,PKS
PKS_gcf_6686,PKS
PKS_gcf_6687,PKS
PKS_gcf_6688,PKS
PKS_gcf_6689,PKS
PKS_gcf_6690,PKS
PKS_gcf_6691,PKS
PKS_gcf_6692,PKS
PKS_gcf_6693,PKS
PKS_gcf_6694,PKS
PKS_gcf_6695,PKS
PKS_gcf_6696,PKS
PKS_gcf_6697,PKS
PKS_gcf_6698,PKS
PKS_gcf_6699,PKS
PKS_gcf_6700,PKS
PKS_gcf_6701,PKS
PKS_gcf_6702,PKS
PKS_gcf_6703,PKS
PKS_gcf_6704,PKS
PKS_gcf_6705,PKS
PKS_gcf_6706,PKS
PKS_gcf_6707,PKS
PKS_gcf_6708,PKS
PKS_gcf_6709,PKS
PKS_gcf_6710,PKS
PKS_gcf_6711,PKS
PKS_gcf_6712,PKS
PKS_gcf_6713,PKS
PKS_gcf_6714,PKS
PKS_gcf_6715,PKS
PKS_gcf_6716,PKS
PKS_gcf_6717,PKS
PKS_gcf_6718,PKS
PKS_gcf_6719,PKS
PKS_gcf_6720,PKS
PKS_gcf_6721,PKS
PKS_gcf_6722,PKS
PKS_gcf_6723,PKS
PKS_gcf_6724,PKS
PKS_gcf_6725,PKS
PKS_gcf_6726,PKS
PKS_gcf_6727,PKS
PKS_gcf_6728,PKS
PKS_gcf_6729,PKS
PKS_gcf_6730,PKS
PKS_gcf_6731,PKS
PKS_gcf_6732,PKS
PKS_gcf_6733,PKS
PKS_gcf_6734,PKS
PKS_gcf_6735,PKS
PKS_gcf_6736,PKS
PKS_gcf_6737,PKS
PKS_gcf_6738,PKS
PKS_gcf_6739,PKS
PKS_gcf_6740,PKS
PKS_gcf_6741,PKS
PKS_gcf_6742,PKS
PKS_gcf_6743,PKS
PKS_gcf_6744,PKS
PKS_gcf_6745,PKS
PKS_gcf_6746,PKS
PKS_gcf_6747,PKS
PKS_gcf_6748,PKS
PKS_gcf_6749,PKS
PKS_gcf_6750,PKS
PKS_gcf_6751,PKS
PKS_gcf_6752,PKS
PKS_gcf_6753,PKS
PKS_gcf_6754,PKS
PKS_gcf_6755,PKS
PKS_gcf_6756,PKS
PKS_gcf_6757,PKS
PKS_gcf_6758,PKS
PKS_gcf_6759,PKS
PKS_gcf_6760,PKS
PKS_gcf_6761,PKS
PKS_gcf_6762,PKS
PKS_gcf_6763,PKS
PKS_gcf_6764,PKS
PKS_gcf_6765,PKS
PKS_gcf_6766,PKS
PKS_gcf_6767,PKS
PKS_gcf_6768,PKS
PKS_gcf_6769,PKS
PKS_gcf_6770,PKS
PKS_gcf_6771,PKS
PKS_gcf_6772,PKS
PKS_gcf_6773,PKS
PKS_gcf_6774,PKS
PKS_gcf_6775,PKS
PKS_gcf_6776,PKS
PKS_gcf_6777,PKS
PKS_gcf_6778,PKS
PKS_gcf_6779,PKS
PKS_gcf_6780,PKS
PKS_gcf_6781,PKS
PKS_gcf_6782,PKS
PKS_gcf_6783,PKS
PKS_gcf_6784,PKS
PKS_gcf_6785,PKS
PKS_gcf_6786,PKS
PKS_gcf_6787,PKS
PKS_gcf_6788,PKS
PKS_gcf_6789,PKS
PKS_gcf_6790,PKS
PKS_gcf_6791,PKS
PKS_gcf_6792,PKS
PKS_gcf_6793,PKS
PKS_gcf_6794,PKS
PKS_gcf_6795,PKS
PKS_gcf_6796,PKS
PKS_gcf_6797,PKS
PKS_gcf_6798,PKS
PKS_gcf_6799,PKS
PKS_gcf_6800,PKS
PKS_gcf_6801,PKS
PKS_gcf_6802,PKS
PKS_gcf_6803,PKS
PKS_gcf_6804,PKS
PKS_gcf_6805,PKS
PKS_gcf_6806,PKS
PKS_gcf_6807,PKS
PKS_gcf_6808,PKS
PKS_gcf_6809,PKS
PKS_gcf_6810,PKS
PKS_gcf_6811,PKS
PKS_gcf_6812,PKS
PKS_gcf_6813,PKS
PKS_gcf_6814,PKS
PKS_gcf_6815,PKS
PKS_gcf_6816,PKS
PKS_gcf_6817,PKS
PKS_gcf_6818,PKS
PKS_gcf_6819,PKS
PKS_gcf_6820,PKS
PKS_gcf_6821,PKS
PKS_gcf_6822,PKS
PKS_gcf_6823,PKS
PKS_gcf_6824,PKS
PKS_gcf_6825,PKS
PKS_gcf_6826,PKS
PKS_gcf_6827,PKS
PKS_gcf_6828,PKS
PKS_gcf_6829,PKS
PKS_gcf_6830,PKS
PKS_gcf_6831,PKS
PKS_gcf_6832,PKS
PKS_gcf_6833,PKS
PKS_gcf_6834,PKS
PKS_gcf_6835,PKS
PKS_gcf_6836,PKS
PKS_gcf_6837,PKS
PKS_gcf_6838,PKS
PKS_gcf_6839,PKS
PKS_gcf_6840,PKS
PKS_gcf_6841,PKS
PKS_gcf_6842,PKS
PKS_gcf_6843,PKS
PKS_gcf_6844,PKS
PKS_gcf_6845,PKS
PKS_gcf_6846,PKS
PKS_gcf_6847,PKS
PKS_gcf_6848,PKS
PKS_gcf_6849,PKS
PKS_gcf_6850,PKS
PKS_gcf_6851,PKS
PKS_gcf_6852,PKS
PKS_gcf_6853,PKS
PKS_gcf_6854,PKS
PKS_gcf_6855,PKS
PKS_gcf_6856,PKS
PKS_gcf_6857,PKS
PKS_gcf_6858,PKS
PKS_gcf_6859,PKS
PKS_gcf_6860,PKS
PKS_gcf_6861,PKS
PKS_gcf_6862,PKS
PKS_gcf_6863,PKS
PKS_gcf_6864,PKS
PKS_gcf_6865,PKS
PKS_gcf_6866,PKS
PKS_gcf_6867,PKS
PKS_gcf_6868,PKS
